,0
0,num_classes
1,num_train_products
2,cat_idx
3,categories_df
4,batch_size
5,by
6,num_test_products
7,model
8,range
9,cat_id
10,train_bson_path
11,data_dir
12,categories_path
13,lock
14,val_gen
15,num_train_images
16,print
17,idx2cat
18,train_bson_file
19,val_datagen
20,train_images_df
21,open
22,test_bson_path
23,train_datagen
24,train_offsets_df
25,cat2idx
26,num_val_images
27,bx
28,val_images_df
29,train_gen
30,len
