https://www.kaggle.com/drarfc/script-competition-facebook-v-2-1,D://crw_data//df.loc\source106,D://crw_data//df.loc\source106\code\pd.Series.astype_replace0.py,87,"(predictions==truthvalues[:,(None)]).astype(np.float32)","(predictions==truthvalues[:,(None)]).apply(np.float32)",pd.Series.astype,pd.Series.apply
https://www.kaggle.com/drarfc/script-competition-facebook-v-2-1,D://crw_data//df.loc\source106,D://crw_data//df.loc\source106\code\pd.Series.astype_replace2.py,137,"cell_train[:,(-1)].flatten().astype(np.int64)","cell_train[:,(-1)].flatten().apply(np.int64)",pd.Series.astype,pd.Series.apply
https://www.kaggle.com/drarfc/script-competition-facebook-v-2-1,D://crw_data//df.loc\source106,D://crw_data//df.loc\source106\code\pd.Series.astype_replace3.py,163,"np.column_stack((row_ids,pred_labels)).astype(np.int64)","np.column_stack((row_ids,pred_labels)).apply(np.int64)",pd.Series.astype,pd.Series.apply
https://www.kaggle.com/drarfc/script-competition-facebook-v-2-1,D://crw_data//df.loc\source106,D://crw_data//df.loc\source106\code\pd.Series.astype_replace4.py,535,(df['time']//525600).astype(float),(df['time']//525600).apply(float),pd.Series.astype,pd.Series.apply
https://www.kaggle.com/drarfc/script-competition-facebook-v-2-1,D://crw_data//df.loc\source106,D://crw_data//df.loc\source106\code\pd.Series.astype_replace5.py,539,np.log10(df['accuracy']).astype(float),np.log10(df['accuracy']).apply(float),pd.Series.astype,pd.Series.apply
https://www.kaggle.com/drarfc/script-competition-facebook-v-2-1,D://crw_data//df.loc\source106,D://crw_data//df.loc\source106\code\np.column_stack_transpose_replace0.py,163,"np.column_stack((row_ids,pred_labels))","np.transpose((row_ids,pred_labels))",np.column_stack,np.transpose
https://www.kaggle.com/drarfc/script-competition-facebook-v-2-1,D://crw_data//df.loc\source106,D://crw_data//df.loc\source106\code\pd.Series.astype_replace1.py,129,"cell_test[:,(-1)].flatten().astype(np.int32)","cell_test[:,(-1)].flatten().apply(np.int32)",pd.Series.astype,pd.Series.apply
https://www.kaggle.com/drarfc/script-competition-facebook-v-2-1,D://crw_data//df.loc\source106,D://crw_data//df.loc\source106\code\np.column_stack_vstack_replace0.py,163,"np.column_stack((row_ids,pred_labels))","np.vstack((row_ids.T,pred_labels.T)).T",np.column_stack,np.vstack
https://www.kaggle.com/gcshekar08/testing-without-correcting-the-data-leakage,D://crw_data//df.iloc\source20,D://crw_data//df.iloc\source20\code\np.ndarray.sum_count_nonzero_replace0.py,44,"df.iloc[:,a:b].sum(1)","np.count_nonzero(df.iloc[:,a:b],1)",np.ndarray.sum,np.count_nonzero
https://www.kaggle.com/gcshekar08/testing-without-correcting-the-data-leakage,D://crw_data//df.iloc\source20,D://crw_data//df.iloc\source20\code\np.ndarray.sum_einsum_replace1.py,42,"df.iloc[:,a:].sum(1)","np.einsum('i->',df.iloc[:,a:])",np.ndarray.sum,np.einsum
https://www.kaggle.com/gcshekar08/testing-without-correcting-the-data-leakage,D://crw_data//df.iloc\source20,D://crw_data//df.iloc\source20\code\np.ndarray.sum_np.sum_replace1.py,42,"df.iloc[:,a:].sum(1)","np.sum(df.iloc[:,a:],1)",np.ndarray.sum,np.sum
https://www.kaggle.com/gcshekar08/testing-without-correcting-the-data-leakage,D://crw_data//df.iloc\source20,D://crw_data//df.iloc\source20\code\np.ndarray.sum_einsum_replace0.py,44,"df.iloc[:,a:b].sum(1)","np.einsum('i->',df.iloc[:,a:b])",np.ndarray.sum,np.einsum
https://www.kaggle.com/gcshekar08/testing-without-correcting-the-data-leakage,D://crw_data//df.iloc\source20,D://crw_data//df.iloc\source20\code\pd.DataFrame.iloc_replace0.py,44,"df.iloc[:,a:b]","df.iat[:,a:b]",pd.DataFrame.iloc,pd.DataFrame.iat
https://www.kaggle.com/gcshekar08/testing-without-correcting-the-data-leakage,D://crw_data//df.iloc\source20,D://crw_data//df.iloc\source20\code\np.ndarray.sum_count_nonzero_replace1.py,42,"df.iloc[:,a:].sum(1)","np.count_nonzero(df.iloc[:,a:],1)",np.ndarray.sum,np.count_nonzero
https://www.kaggle.com/gcshekar08/testing-without-correcting-the-data-leakage,D://crw_data//df.iloc\source20,D://crw_data//df.iloc\source20\code\np.ndarray.sum_np.sum_replace0.py,44,"df.iloc[:,a:b].sum(1)","np.sum(df.iloc[:,a:b],1)",np.ndarray.sum,np.sum
https://www.kaggle.com/gcshekar08/testing-without-correcting-the-data-leakage,D://crw_data//df.iloc\source20,D://crw_data//df.iloc\source20\code\pd.Series.iloc_replace0.py,44,"df.iloc[:,a:b]","df.iat[:,a:b]",pd.Series.iloc,pd.Series.iat
https://www.kaggle.com/gcshekar08/testing-without-correcting-the-data-leakage,D://crw_data//df.iloc\source20,D://crw_data//df.iloc\source20\code\pd.Series.iloc_replace1.py,42,"df.iloc[:,a:]","df.iat[:,a:]",pd.Series.iloc,pd.Series.iat
https://www.kaggle.com/gcshekar08/testing-without-correcting-the-data-leakage,D://crw_data//df.iloc\source20,D://crw_data//df.iloc\source20\code\pd.DataFrame.iloc_replace1.py,42,"df.iloc[:,a:]","df.iat[:,a:]",pd.DataFrame.iloc,pd.DataFrame.iat
https://www.kaggle.com/gvyshnya/gbm-cv-submission-lb-28,D://crw_data//df.fillna\source54,D://crw_data//df.fillna\source54\code\pd.DataFrame.iloc_replace0.py,447,y.iloc[train_index],y.iat[train_index],pd.DataFrame.iloc,pd.DataFrame.iat
https://www.kaggle.com/gvyshnya/gbm-cv-submission-lb-28,D://crw_data//df.fillna\source54,D://crw_data//df.fillna\source54\code\pd.DataFrame.iloc_replace1.py,447,y.iloc[test_index],y.iat[test_index],pd.DataFrame.iloc,pd.DataFrame.iat
https://www.kaggle.com/gvyshnya/gbm-cv-submission-lb-28,D://crw_data//df.fillna\source54,D://crw_data//df.fillna\source54\code\pd.DataFrame.iloc_replace2.py,449,"X.iloc[(train_index),:]","X.iat[(train_index),:]",pd.DataFrame.iloc,pd.DataFrame.iat
https://www.kaggle.com/gvyshnya/gbm-cv-submission-lb-28,D://crw_data//df.fillna\source54,D://crw_data//df.fillna\source54\code\pd.DataFrame.iloc_replace3.py,449,"X.iloc[(test_index),:]","X.iat[(test_index),:]",pd.DataFrame.iloc,pd.DataFrame.iat
https://www.kaggle.com/gvyshnya/gbm-cv-submission-lb-28,D://crw_data//df.fillna\source54,D://crw_data//df.fillna\source54\code\pd.DataFrame.iloc_replace4.py,499,y_valid_pred.iloc[test_index],y_valid_pred.iat[test_index],pd.DataFrame.iloc,pd.DataFrame.iat
https://www.kaggle.com/gvyshnya/gbm-cv-submission-lb-28,D://crw_data//df.fillna\source54,D://crw_data//df.fillna\source54\code\pd.Series.apply_map_replace1.py,345,train_df[f1].apply(lambdax:str(x)),train_df[f1].map(lambdax:str(x)),pd.Series.apply,pd.Series.map
https://www.kaggle.com/gvyshnya/gbm-cv-submission-lb-28,D://crw_data//df.fillna\source54,D://crw_data//df.fillna\source54\code\pd.Series.apply_map_replace2.py,347,test_df[f2].apply(lambdax:str(x)),test_df[f2].map(lambdax:str(x)),pd.Series.apply,pd.Series.map
https://www.kaggle.com/gvyshnya/gbm-cv-submission-lb-28,D://crw_data//df.fillna\source54,D://crw_data//df.fillna\source54\code\pd.Series.apply_map_replace3.py,347,test_df[f1].apply(lambdax:str(x)),test_df[f1].map(lambdax:str(x)),pd.Series.apply,pd.Series.map
https://www.kaggle.com/gvyshnya/gbm-cv-submission-lb-28,D://crw_data//df.fillna\source54,D://crw_data//df.fillna\source54\code\pd.Series.apply_replace0.py,345,train_df[f2].apply(lambdax:str(x)),"pd.DataFrame(train_df[f2]).apply(lambdax:str(x[f2]),axis=1)",pd.Series.apply,pd.DataFrame.apply
https://www.kaggle.com/gvyshnya/gbm-cv-submission-lb-28,D://crw_data//df.fillna\source54,D://crw_data//df.fillna\source54\code\pd.Series.apply_replace1.py,345,train_df[f1].apply(lambdax:str(x)),"pd.DataFrame(train_df[f1]).apply(lambdax:str(x[f1]),axis=1)",pd.Series.apply,pd.DataFrame.apply
https://www.kaggle.com/gvyshnya/gbm-cv-submission-lb-28,D://crw_data//df.fillna\source54,D://crw_data//df.fillna\source54\code\pd.Series.apply_replace2.py,347,test_df[f2].apply(lambdax:str(x)),"pd.DataFrame(test_df[f2]).apply(lambdax:str(x[f2]),axis=1)",pd.Series.apply,pd.DataFrame.apply
https://www.kaggle.com/gvyshnya/gbm-cv-submission-lb-28,D://crw_data//df.fillna\source54,D://crw_data//df.fillna\source54\code\pd.Series.apply_replace3.py,347,test_df[f1].apply(lambdax:str(x)),"pd.DataFrame(test_df[f1]).apply(lambdax:str(x[f1]),axis=1)",pd.Series.apply,pd.DataFrame.apply
https://www.kaggle.com/gvyshnya/gbm-cv-submission-lb-28,D://crw_data//df.fillna\source54,D://crw_data//df.fillna\source54\code\pd.Series.iloc_replace0.py,447,y.iloc[train_index],y.iat[train_index],pd.Series.iloc,pd.Series.iat
https://www.kaggle.com/gvyshnya/gbm-cv-submission-lb-28,D://crw_data//df.fillna\source54,D://crw_data//df.fillna\source54\code\pd.Series.iloc_replace1.py,447,y.iloc[test_index],y.iat[test_index],pd.Series.iloc,pd.Series.iat
https://www.kaggle.com/gvyshnya/gbm-cv-submission-lb-28,D://crw_data//df.fillna\source54,D://crw_data//df.fillna\source54\code\pd.Series.iloc_replace4.py,499,y_valid_pred.iloc[test_index],y_valid_pred.iat[test_index],pd.Series.iloc,pd.Series.iat
https://www.kaggle.com/gvyshnya/gbm-cv-submission-lb-28,D://crw_data//df.fillna\source54,D://crw_data//df.fillna\source54\code\pd.Series.iloc_replace2.py,449,"X.iloc[(train_index),:]","X.iat[(train_index),:]",pd.Series.iloc,pd.Series.iat
https://www.kaggle.com/gvyshnya/gbm-cv-submission-lb-28,D://crw_data//df.fillna\source54,D://crw_data//df.fillna\source54\code\pd.Series.iloc_replace3.py,449,"X.iloc[(test_index),:]","X.iat[(test_index),:]",pd.Series.iloc,pd.Series.iat
https://www.kaggle.com/gvyshnya/gbm-cv-submission-lb-28,D://crw_data//df.fillna\source54,D://crw_data//df.fillna\source54\code\pd.Series.apply_map_replace0.py,345,train_df[f2].apply(lambdax:str(x)),train_df[f2].map(lambdax:str(x)),pd.Series.apply,pd.Series.map
https://www.kaggle.com/hbajaj/nyc-taxi-fare-rfr-script,D://crw_data//df.apply\source37,D://crw_data//df.apply\source37\code\pd.Series.apply_map_replace1.py,114,"tmp_df.apply(distance_between_two_points,axis=1).apply(pd.to_numeric)","tmp_df.map(distance_between_two_points,axis=1).map(pd.to_numeric)",pd.Series.apply,pd.Series.map
https://www.kaggle.com/hbajaj/nyc-taxi-fare-rfr-script,D://crw_data//df.apply\source37,D://crw_data//df.apply\source37\code\pd.Series.astype_replace0.py,80,tmp_df['pickup_datetime'].dt.dayofweek.astype('uint8'),tmp_df['pickup_datetime'].dt.dayofweek.apply('uint8'),pd.Series.astype,pd.Series.apply
https://www.kaggle.com/hbajaj/nyc-taxi-fare-rfr-script,D://crw_data//df.apply\source37,D://crw_data//df.apply\source37\code\pd.Series.astype_replace1.py,84,tmp_df['pickup_datetime'].dt.hour.astype('uint8'),tmp_df['pickup_datetime'].dt.hour.apply('uint8'),pd.Series.astype,pd.Series.apply
https://www.kaggle.com/hbajaj/nyc-taxi-fare-rfr-script,D://crw_data//df.apply\source37,D://crw_data//df.apply\source37\code\pd.Series.astype_replace2.py,87,tmp_df['pickup_datetime'].dt.month.astype('uint8'),tmp_df['pickup_datetime'].dt.month.apply('uint8'),pd.Series.astype,pd.Series.apply
https://www.kaggle.com/hbajaj/nyc-taxi-fare-rfr-script,D://crw_data//df.apply\source37,D://crw_data//df.apply\source37\code\pd.Series.astype_replace3.py,90,tmp_df['pickup_datetime'].dt.weekofyear.astype('uint8'),tmp_df['pickup_datetime'].dt.weekofyear.apply('uint8'),pd.Series.astype,pd.Series.apply
https://www.kaggle.com/hbajaj/nyc-taxi-fare-rfr-script,D://crw_data//df.apply\source37,D://crw_data//df.apply\source37\code\pd.Series.apply_map_replace0.py,114,"tmp_df.apply(distance_between_two_points,axis=1)","tmp_df.map(distance_between_two_points,axis=1)",pd.Series.apply,pd.Series.map
https://www.kaggle.com/hbajaj/nyc-taxi-fare-rfr-script,D://crw_data//df.apply\source37,D://crw_data//df.apply\source37\code\np.ndarray.sum_count_nonzero_replace0.py,209,df.isnull().sum(),"np.count_nonzero(df.isnull(),)",np.ndarray.sum,np.count_nonzero
https://www.kaggle.com/hbajaj/nyc-taxi-fare-rfr-script,D://crw_data//df.apply\source37,D://crw_data//df.apply\source37\code\np.ndarray.sum_np.sum_replace0.py,209,df.isnull().sum(),"np.sum(df.isnull(),)",np.ndarray.sum,np.sum
https://www.kaggle.com/heaviside9/sklearn-linear-regression-benchmark,D://crw_data//np.arange\source311,D://crw_data//np.arange\source311\code\np.arange_replace0.py,30,np.arange(len(a)),np.array(range(len(a))),np.arange,np.array
https://www.kaggle.com/heaviside9/sklearn-linear-regression-benchmark,D://crw_data//np.arange\source311,D://crw_data//np.arange\source311\code\np.arange_replace1.py,31,np.arange(len(b)),np.array(range(len(b))),np.arange,np.array
https://www.kaggle.com/heaviside9/sklearn-linear-regression-benchmark,D://crw_data//np.arange\source311,D://crw_data//np.arange\source311\code\np.ndarray.dot_tensordot_replace0.py,33,sa.T.dot(sb),"np.tensordot(sa.T,sb,axes=1)",np.ndarray.dot,np.tensordot
https://www.kaggle.com/heaviside9/sklearn-linear-regression-benchmark,D://crw_data//np.arange\source311,D://crw_data//np.arange\source311\code\np.ndarray.sum_count_nonzero_replace1.py,34,sb.sum(axis=0),"np.count_nonzero(sb,axis=0)",np.ndarray.sum,np.count_nonzero
https://www.kaggle.com/heaviside9/sklearn-linear-regression-benchmark,D://crw_data//np.arange\source311,D://crw_data//np.arange\source311\code\np.ndarray.sum_count_nonzero_replace2.py,35,O.sum(),"np.count_nonzero(O,)",np.ndarray.sum,np.count_nonzero
https://www.kaggle.com/heaviside9/sklearn-linear-regression-benchmark,D://crw_data//np.arange\source311,D://crw_data//np.arange\source311\code\np.ndarray.sum_count_nonzero_replace3.py,38,"np.multiply(E,W).sum()","np.count_nonzero(np.multiply(E,W),)",np.ndarray.sum,np.count_nonzero
https://www.kaggle.com/heaviside9/sklearn-linear-regression-benchmark,D://crw_data//np.arange\source311,D://crw_data//np.arange\source311\code\np.ndarray.sum_count_nonzero_replace4.py,38,"np.multiply(O,W).sum()","np.count_nonzero(np.multiply(O,W),)",np.ndarray.sum,np.count_nonzero
https://www.kaggle.com/heaviside9/sklearn-linear-regression-benchmark,D://crw_data//np.arange\source311,D://crw_data//np.arange\source311\code\np.ndarray.sum_einsum_replace1.py,34,sb.sum(axis=0),"np.einsum('ij->j',sb)",np.ndarray.sum,np.einsum
https://www.kaggle.com/heaviside9/sklearn-linear-regression-benchmark,D://crw_data//np.arange\source311,D://crw_data//np.arange\source311\code\np.ndarray.sum_einsum_replace2.py,35,O.sum(),"np.einsum('i->',O)",np.ndarray.sum,np.einsum
https://www.kaggle.com/heaviside9/sklearn-linear-regression-benchmark,D://crw_data//np.arange\source311,D://crw_data//np.arange\source311\code\np.ndarray.sum_einsum_replace3.py,35,np.sum(E),"np.einsum('i->',np)",np.ndarray.sum,np.einsum
https://www.kaggle.com/heaviside9/sklearn-linear-regression-benchmark,D://crw_data//np.arange\source311,D://crw_data//np.arange\source311\code\np.ndarray.sum_einsum_replace4.py,38,"np.multiply(E,W).sum()","np.einsum('i->',np.multiply(E,W))",np.ndarray.sum,np.einsum
https://www.kaggle.com/heaviside9/sklearn-linear-regression-benchmark,D://crw_data//np.arange\source311,D://crw_data//np.arange\source311\code\np.ndarray.sum_einsum_replace5.py,38,"np.multiply(O,W).sum()","np.einsum('i->',np.multiply(O,W))",np.ndarray.sum,np.einsum
https://www.kaggle.com/heaviside9/sklearn-linear-regression-benchmark,D://crw_data//np.arange\source311,D://crw_data//np.arange\source311\code\np.ndarray.sum_np.sum_replace0.py,34,sa.sum(axis=0),"np.sum(sa,axis=0)",np.ndarray.sum,np.sum
https://www.kaggle.com/heaviside9/sklearn-linear-regression-benchmark,D://crw_data//np.arange\source311,D://crw_data//np.arange\source311\code\np.ndarray.sum_np.sum_replace1.py,34,sb.sum(axis=0),"np.sum(sb,axis=0)",np.ndarray.sum,np.sum
https://www.kaggle.com/heaviside9/sklearn-linear-regression-benchmark,D://crw_data//np.arange\source311,D://crw_data//np.arange\source311\code\np.ndarray.sum_np.sum_replace2.py,35,O.sum(),"np.sum(O,)",np.ndarray.sum,np.sum
https://www.kaggle.com/heaviside9/sklearn-linear-regression-benchmark,D://crw_data//np.arange\source311,D://crw_data//np.arange\source311\code\np.ndarray.sum_np.sum_replace3.py,38,"np.multiply(E,W).sum()","np.sum(np.multiply(E,W),)",np.ndarray.sum,np.sum
https://www.kaggle.com/heaviside9/sklearn-linear-regression-benchmark,D://crw_data//np.arange\source311,D://crw_data//np.arange\source311\code\np.ndarray.sum_np.sum_replace4.py,38,"np.multiply(O,W).sum()","np.sum(np.multiply(O,W),)",np.ndarray.sum,np.sum
https://www.kaggle.com/heaviside9/sklearn-linear-regression-benchmark,D://crw_data//np.arange\source311,D://crw_data//np.arange\source311\code\np.ones_empty_replace1.py,30,np.ones(len(a)),np.empty(len(a));r2.fill(1),np.ones,np.empty
https://www.kaggle.com/heaviside9/sklearn-linear-regression-benchmark,D://crw_data//np.arange\source311,D://crw_data//np.arange\source311\code\np.ones_empty_replace2.py,31,np.ones(len(b)),np.empty(len(b));r2.fill(1),np.ones,np.empty
https://www.kaggle.com/heaviside9/sklearn-linear-regression-benchmark,D://crw_data//np.arange\source311,D://crw_data//np.arange\source311\code\np.sum_einsum_replace0.py,35,np.sum(E),"np.einsum('i->',E)",np.sum,np.einsum
https://www.kaggle.com/heaviside9/sklearn-linear-regression-benchmark,D://crw_data//np.arange\source311,D://crw_data//np.arange\source311\code\np.sum_sum_replace0.py,35,np.sum(E),(E).sum(),np.sum,np.ndarray.sum
https://www.kaggle.com/heaviside9/sklearn-linear-regression-benchmark,D://crw_data//np.arange\source311,D://crw_data//np.arange\source311\code\pd.DataFrame.fillna_replace0.py,78,X_train.fillna(X_train.mean()),X_train.combine_first(X_train.applymap(lambdax:X_train.mean())),pd.DataFrame.fillna,pd.DataFrame.combine_first
https://www.kaggle.com/heaviside9/sklearn-linear-regression-benchmark,D://crw_data//np.arange\source311,D://crw_data//np.arange\source311\code\pd.DataFrame.fillna_replace1.py,81,"encoded_data.filter(items=test_instances,axis=0).fillna(X_train.mean())","encoded_data.filter(items=test_instances,axis=0).combine_first(encoded_data.filter(items=test_instances,axis=0).applymap(lambdax:X_train.mean()))",pd.DataFrame.fillna,pd.DataFrame.combine_first
https://www.kaggle.com/heaviside9/sklearn-linear-regression-benchmark,D://crw_data//np.arange\source311,D://crw_data//np.arange\source311\code\pd.Series.astype_replace0.py,27,a.astype('int32'),a.apply('int32'),pd.Series.astype,pd.Series.apply
https://www.kaggle.com/heaviside9/sklearn-linear-regression-benchmark,D://crw_data//np.arange\source311,D://crw_data//np.arange\source311\code\pd.Series.astype_replace1.py,28,b.astype('int32'),b.apply('int32'),pd.Series.astype,pd.Series.apply
https://www.kaggle.com/heaviside9/sklearn-linear-regression-benchmark,D://crw_data//np.arange\source311,D://crw_data//np.arange\source311\code\pd.Series.astype_replace2.py,90,np.round(y).astype('int32'),np.round(y).apply('int32'),pd.Series.astype,pd.Series.apply
https://www.kaggle.com/heaviside9/sklearn-linear-regression-benchmark,D://crw_data//np.arange\source311,D://crw_data//np.arange\source311\code\np.ndarray.sum_count_nonzero_replace0.py,34,sa.sum(axis=0),"np.count_nonzero(sa,axis=0)",np.ndarray.sum,np.count_nonzero
https://www.kaggle.com/heaviside9/sklearn-linear-regression-benchmark,D://crw_data//np.arange\source311,D://crw_data//np.arange\source311\code\np.ndarray.sum_einsum_replace0.py,34,sa.sum(axis=0),"np.einsum('ij->j',sa)",np.ndarray.sum,np.einsum
https://www.kaggle.com/heaviside9/sklearn-linear-regression-benchmark,D://crw_data//np.arange\source311,D://crw_data//np.arange\source311\code\np.ones_empty_replace0.py,22,"np.ones((n,))","np.empty((n,));r2.fill(1)",np.ones,np.empty
https://www.kaggle.com/hiendang/compute-auc-on-valid-set,D://crw_data//pd.read_csv\source3198,D://crw_data//pd.read_csv\source3198\code\pd.Series.apply_map_replace0.py,47,train.Date.apply(create_month),train.Date.map(create_month),pd.Series.apply,pd.Series.map
https://www.kaggle.com/hiendang/compute-auc-on-valid-set,D://crw_data//pd.read_csv\source3198,D://crw_data//pd.read_csv\source3198\code\pd.Series.apply_map_replace1.py,48,train.Date.apply(create_day),train.Date.map(create_day),pd.Series.apply,pd.Series.map
https://www.kaggle.com/hiendang/compute-auc-on-valid-set,D://crw_data//pd.read_csv\source3198,D://crw_data//pd.read_csv\source3198\code\pd.Series.apply_map_replace2.py,49,test.Date.apply(create_month),test.Date.map(create_month),pd.Series.apply,pd.Series.map
https://www.kaggle.com/hiendang/compute-auc-on-valid-set,D://crw_data//pd.read_csv\source3198,D://crw_data//pd.read_csv\source3198\code\pd.Series.apply_map_replace3.py,50,test.Date.apply(create_day),test.Date.map(create_day),pd.Series.apply,pd.Series.map
https://www.kaggle.com/hiendang/compute-auc-on-valid-set,D://crw_data//pd.read_csv\source3198,D://crw_data//pd.read_csv\source3198\code\pd.Series.replace_map_replace1.py,40,"weather.replace('-',-1)","weather.map('-',-1)",pd.Series.replace,pd.Series.map
https://www.kaggle.com/hiendang/compute-auc-on-valid-set,D://crw_data//pd.read_csv\source3198,D://crw_data//pd.read_csv\source3198\code\pd.Series.replace_map_replace2.py,41,"weather.replace('T',-1)","weather.map('T',-1)",pd.Series.replace,pd.Series.map
https://www.kaggle.com/hiendang/compute-auc-on-valid-set,D://crw_data//pd.read_csv\source3198,D://crw_data//pd.read_csv\source3198\code\pd.Series.replace_map_replace0.py,39,"weather.replace('M',-1)","weather.map('M',-1)",pd.Series.replace,pd.Series.map
https://www.kaggle.com/inderpartap15/recurrence-relation,D://crw_data//np.array\source474,D://crw_data//np.array\source474\code\np.array_concatenate_replace0.py,69,np.array(A),np.concatenate([A]),np.array,np.concatenate
https://www.kaggle.com/inderpartap15/recurrence-relation,D://crw_data//np.array\source474,D://crw_data//np.array\source474\code\np.array_concatenate_replace1.py,69,np.array(b),np.concatenate([b]),np.array,np.concatenate
https://www.kaggle.com/inderpartap15/recurrence-relation,D://crw_data//np.array\source474,D://crw_data//np.array\source474\code\np.array_concatenate_replace2.py,93,np.array(seq[i-order:i]),np.concatenate([seq[i-order:i]]),np.array,np.concatenate
https://www.kaggle.com/inderpartap15/recurrence-relation,D://crw_data//np.array\source474,D://crw_data//np.array\source474\code\np.array_concatenate_replace3.py,127,np.array(seq[-order:]),np.concatenate([seq[-order:]]),np.array,np.concatenate
https://www.kaggle.com/inderpartap15/recurrence-relation,D://crw_data//np.array\source474,D://crw_data//np.array\source474\code\np.array_hstack_replace0.py,69,np.array(A),np.hstack((A)),np.array,np.hstack
https://www.kaggle.com/inderpartap15/recurrence-relation,D://crw_data//np.array\source474,D://crw_data//np.array\source474\code\np.array_hstack_replace1.py,69,np.array(b),np.hstack((b)),np.array,np.hstack
https://www.kaggle.com/inderpartap15/recurrence-relation,D://crw_data//np.array\source474,D://crw_data//np.array\source474\code\np.array_hstack_replace2.py,93,np.array(seq[i-order:i]),np.hstack((seq[i-order:i])),np.array,np.hstack
https://www.kaggle.com/inderpartap15/recurrence-relation,D://crw_data//np.array\source474,D://crw_data//np.array\source474\code\np.array_hstack_replace3.py,127,np.array(seq[-order:]),np.hstack((seq[-order:])),np.array,np.hstack
https://www.kaggle.com/inderpartap15/recurrence-relation,D://crw_data//np.array\source474,D://crw_data//np.array\source474\code\np.ndarray.dot_tensordot_replace0.py,85,np.linalg.inv(A).dot(b),"np.tensordot(np.linalg.inv(A),b,axes=1)",np.ndarray.dot,np.tensordot
https://www.kaggle.com/inderpartap15/recurrence-relation,D://crw_data//np.array\source474,D://crw_data//np.array\source474\code\np.ndarray.sum_einsum_replace1.py,127,np.sum(coeffs*np.array(seq[-order:])),"np.einsum('i->',np)",np.ndarray.sum,np.einsum
https://www.kaggle.com/inderpartap15/recurrence-relation,D://crw_data//np.array\source474,D://crw_data//np.array\source474\code\np.sum_einsum_replace0.py,93,np.sum(coeffs*np.array(seq[i-order:i])),"np.einsum('i->',coeffs*np.array(seq[i-order:i]))",np.sum,np.einsum
https://www.kaggle.com/inderpartap15/recurrence-relation,D://crw_data//np.array\source474,D://crw_data//np.array\source474\code\np.sum_einsum_replace1.py,127,np.sum(coeffs*np.array(seq[-order:])),"np.einsum('i->',coeffs*np.array(seq[-order:]))",np.sum,np.einsum
https://www.kaggle.com/inderpartap15/recurrence-relation,D://crw_data//np.array\source474,D://crw_data//np.array\source474\code\np.sum_sum_replace1.py,127,np.sum(coeffs*np.array(seq[-order:])),(coeffs*np.array(seq[-order:])).sum(),np.sum,np.ndarray.sum
https://www.kaggle.com/inderpartap15/recurrence-relation,D://crw_data//np.array\source474,D://crw_data//np.array\source474\code\np.ndarray.sum_einsum_replace0.py,93,np.sum(coeffs*np.array(seq[i-order:i])),"np.einsum('i->',np)",np.ndarray.sum,np.einsum
https://www.kaggle.com/inderpartap15/recurrence-relation,D://crw_data//np.array\source474,D://crw_data//np.array\source474\code\np.sum_sum_replace0.py,93,np.sum(coeffs*np.array(seq[i-order:i])),(coeffs*np.array(seq[i-order:i])).sum(),np.sum,np.ndarray.sum
https://www.kaggle.com/jonmanly/first-fit-algorithm-two-pass-lb-31907-53,D://crw_data//np.array\source313,D://crw_data//np.array\source313\code\np.array_concatenate_replace0.py,24,np.array(allScores),np.concatenate([allScores]),np.array,np.concatenate
https://www.kaggle.com/jonmanly/first-fit-algorithm-two-pass-lb-31907-53,D://crw_data//np.array\source313,D://crw_data//np.array\source313\code\np.array_concatenate_replace1.py,57,np.array(allW),np.concatenate([allW]),np.array,np.concatenate
https://www.kaggle.com/jonmanly/first-fit-algorithm-two-pass-lb-31907-53,D://crw_data//np.array\source313,D://crw_data//np.array\source313\code\np.array_concatenate_replace2.py,60,np.array([gift_weight(x)forxinbag]),np.concatenate([[gift_weight(x)forxinbag]]),np.array,np.concatenate
https://www.kaggle.com/jonmanly/first-fit-algorithm-two-pass-lb-31907-53,D://crw_data//np.array\source313,D://crw_data//np.array\source313\code\np.array_concatenate_replace3.py,67,np.array(allWeights),np.concatenate([allWeights]),np.array,np.concatenate
https://www.kaggle.com/jonmanly/first-fit-algorithm-two-pass-lb-31907-53,D://crw_data//np.array\source313,D://crw_data//np.array\source313\code\np.array_hstack_replace0.py,24,np.array(allScores),np.hstack((allScores)),np.array,np.hstack
https://www.kaggle.com/jonmanly/first-fit-algorithm-two-pass-lb-31907-53,D://crw_data//np.array\source313,D://crw_data//np.array\source313\code\np.array_hstack_replace1.py,57,np.array(allW),np.hstack((allW)),np.array,np.hstack
https://www.kaggle.com/jonmanly/first-fit-algorithm-two-pass-lb-31907-53,D://crw_data//np.array\source313,D://crw_data//np.array\source313\code\np.array_hstack_replace2.py,60,np.array([gift_weight(x)forxinbag]),np.hstack(([gift_weight(x)forxinbag])),np.array,np.hstack
https://www.kaggle.com/jonmanly/first-fit-algorithm-two-pass-lb-31907-53,D://crw_data//np.array\source313,D://crw_data//np.array\source313\code\np.array_hstack_replace3.py,67,np.array(allWeights),np.hstack((allWeights)),np.array,np.hstack
https://www.kaggle.com/jonmanly/first-fit-algorithm-two-pass-lb-31907-53,D://crw_data//np.array\source313,D://crw_data//np.array\source313\code\np.ndarray.sum_count_nonzero_replace0.py,60,np.array([gift_weight(x)forxinbag]).sum(),"np.count_nonzero(np.array([gift_weight(x)forxinbag]),)",np.ndarray.sum,np.count_nonzero
