,0
0,f
1,tube_data
2,threshold
3,col
4,featurenames
5,numerics
6,label_log
7,feature
8,labels
9,rs
10,list
11,model
12,Xtrain
13,range
14,newdf
15,print
16,nonnumcolumns
17,train_index
18,train
19,target_feature
20,ser
21,numcolumns
22,set
23,q
24,pg
25,clf
26,fig
27,importances
28,counts
29,indices
30,features
31,_
32,axs
33,names
34,allcolumns
35,len
