,0
0,y_true
1,decision_tree_params
2,y
3,test_df
4,total_non_zero
5,logistic_regression_cv_params
6,X
7,submission_df
8,model
9,mlp_cv_params
10,digit
11,submission
12,print
13,embeddings
14,random_forest_params
15,df_index
16,df
17,dummies
18,vect
19,mlp_params
20,traindex
21,y_pred
22,testdex
23,logistic_regression_params
24,target_names
