,0
0,sub
1,dev_y
2,dev_index
3,Y_bee
4,pca
5,X
6,y_pred_feen
7,y_pred_bee
8,y_pred_test_feen
9,val_X
10,mse_cat_bee_mean
11,mse_cat_list_feen
12,mse_cat_feen_mean
13,y_pred_test_bee
14,str
15,test_id
16,test
17,rmsle_total
18,print
19,rmsle_feen
20,Y_feen
21,train
22,val_index
23,val_y
24,rmsle_bee
25,mse_cat_list_bee
26,pred_full_test_cat_feen
27,pred_full_test_cat_bee
28,vector
29,kf
30,dev_X
