,0
0,e
1,scores_final
2,top
3,int
4,mask
5,max_score
6,barpath
7,bottom
8,x
9,file_name
10,left
11,lower_is_better
12,ax
13,codes
14,verts
15,patch
16,cum_date
17,print
18,scores_gb
19,right
20,min_score
21,num_bins
22,nrects
23,nverts
24,anim
25,enumerate
26,ymax
27,fig
28,n
29,_
30,scores
31,bins
32,dates_dict
33,date
34,len
