,0
0,coord
1,__version__
2,object
3,__license__
4,__author__
5,__status__
6,SeaLionCoord
7,tid
8,sld
9,DATADIR
10,VERBOSITY
11,__description__
12,__copyright__
13,SOURCEDIR
