,0
0,f
1,embed_size
2,num_words
3,train_x
4,x
5,word
6,max_pool
7,batch_size
8,list
9,model
10,epochs
11,coefs
12,line
13,avg_pool
14,train_y
15,embedding_matrix
16,open
17,predictions
18,out
19,maxlen
20,tokenizer
21,embedding_vector
22,word_index
23,values
24,embeddings_index
25,test_x
26,max_features
27,i
28,min
29,inp
30,EMBEDDING_FILE
31,submission
32,len
