,0
0,surface
1,team_color
2,Y
3,line_df
4,x
5,X
6,list
7,ax
8,team_colors
9,lb
10,nbr_of_teams
11,yl
12,m
13,team_score
14,line
15,team_final_rank
16,team_journey
17,yt
18,teams_to_plot_journey
19,t
20,surf
21,team_rank
22,df
23,team
24,enumerate
25,fig
26,end_time
27,i
28,minutes
29,int
30,min_time
31,len
