,0
0,cv_std
1,col
2,num_train_rows
3,best_nrounds
4,x_train
5,y_train
6,continuous
7,model
8,categorical
9,cv_mean
10,dtrain
11,submission
12,test
13,dtest
14,print
15,shift
16,train
17,df
18,le
19,predictions
20,res
21,params
22,x_test
23,indices
24,min
25,mms
