,0
0,f
1,sub
2,F_test
3,__name__
4,INPUT_COLUMN
5,subnums
6,X_train
7,subs
8,score
9,LABELS
10,DeprecationWarning
11,X_test
12,test
13,print
14,F_train
15,stacker
16,train
17,oofs
18,scaler
19,label
20,feature_functions
21,features
22,scores
23,len
