,0
0,pred
1,df_erros
2,x_valid
3,num_classes
4,y_valid
5,out_path
6,print_data
7,y
8,x
9,x_data
10,x_train
11,batch_size
12,y_train
13,history
14,chr
15,score
16,labels
17,list
18,ax
19,model
20,epochs
21,x_row
22,ord
23,str
24,max_num_features
25,max_data_size
26,pad_size
27,print
28,df_pred
29,df
30,zip
31,count
32,fig
33,boundary_letter
34,y_data
35,i
36,xi
37,int
38,space_letter
39,len
