,0
0,testdf
1,clf2
2,targets_tr
3,eclf
4,corpusts
5,predictors_ts
6,corpustr
7,lists
8,line
9,vectorizerts
10,print
11,rfc
12,predictions
13,sgd
14,clf1
15,zip
16,nb
17,z
18,label
19,clf
20,tfidfts
21,vectorizertr
22,eclf2
23,traindf
24,scores
25,predictors_tr
26,tfidftr
