,0
0,f
1,stop_
2,a
3,df_test
4,x
5,y_train
6,RMSE
7,X_train
8,stemmer
9,df_pro_desc
10,param_grid
11,model
12,s
13,id_test
14,range
15,df_brand
16,tsvd
17,d
18,b_
19,str
20,PorterStemmer
21,start_time
22,X_test
23,df_all
24,df_outliers
25,ds2
26,print
27,stop_w
28,open
29,strNum
30,df_train
31,rfr
32,set
33,round
34,clf
35,df_attr
36,num_train
37,i
38,tfidf
39,y_pred
40,len
