,0
0,pipeline
1,X_train
2,X_valid
3,y_kaggle_train
4,X_kaggle_train
5,PATH_TO_DATA
6,print
7,kaggle_train_df
8,kaggle_test_df
9,y_valid
10,i
11,train_share
12,range
13,int
14,y_train
15,X_kaggle_test
