,0
0,y_test
1,classes
2,y
3,X_data
4,X
5,ID_test
6,data
7,X_test_text
8,svd
9,ID_train
10,train_text_df
11,X_tfidf_text
12,train_variants_df
13,max
14,SVD_data
15,subm
16,test_text_df
17,t_test
18,X_test
19,test_variants_df
20,clf
21,features
22,tfidf
23,test_data
24,X_train_text
