,0
0,dict
1,weights
2,topk_wavg_scores
3,pred_val
4,dl_feat_idx
5,sub
6,best_reduce_mode
7,train_num
8,best_valid_score
9,DATA_DIR
10,cat_cols
11,batch_size
12,n_epochs
13,mask_tr
14,labels
15,target_col
16,best_topk
17,usecols
18,model
19,valid_state
20,c
21,idx
22,mask_te
23,pred_val_all
24,args
25,mask_val
26,print
27,topk_avg_scores
28,SUBMIT
29,df
30,valid_fold
31,test_state
32,feature_sizes
33,enumerate
34,eval_sets
35,pred_test
36,min
37,int
38,textdata_path
