,0
0,DF
1,SB
2,score
3,__author__
4,N_ToPredict
5,model
6,smooth
7,y_val
8,__name__
9,trs
10,y
11,N_Cls
12,ISZ
13,x
14,x_val
15,inDir
16,GS
