,0
0,pred
1,unique_stores
2,nn_df
3,y_valid
4,valid
5,x
6,y_train
7,lbl
8,score
9,data
10,drop_cols
11,tmp2
12,model
13,range
14,DeprecationWarning
15,filepath
16,targets
17,dropt
18,str
19,stores
20,tmp1
21,tmp
22,test
23,print
24,preprocessing
25,df_index
26,train
27,test_index
28,df
29,adam
30,hot_enc_cols_cat
31,prediction
32,i
33,callbacks
34,scale_cols
35,full_df
36,coln
37,int
38,r
39,len
