,0
0,minthreshold1
1,minthreshold2
2,failedstdwithoccurencegt40
3,s2
4,s
5,failedstd
6,prob
7,CumprodProb
8,maxthreshold2
9,print
10,failedmeanwithoccurencegt40
11,row
12,failedmean
13,df
14,df2
15,maxthreshold1
16,indexeswithoccurencegt40
17,index
18,rowminusmean
