,0
0,didx
1,n_items
2,fidx
3,fempty
4,batch_size
5,resize_mode
6,im_dim
7,items_ids
8,limit
9,bar
10,k
11,model
12,im
13,fname
14,bar_iterval
15,generator
16,print
17,pool
18,df
19,item_id
20,enumerate
21,n_channels
22,object
23,X_batch
24,i
25,features
26,int
27,sparse_features
28,len
