,0
0,Y
1,jobs
2,df_mean
3,atom_labels_val
4,df_mean_val
5,j
6,mat_m
7,space_encoder
8,atoms_encoder
9,df_val
10,X
11,models
12,result2
13,list
14,epochs
15,result1
16,atom_labels
17,range
18,str
19,in_dir_k2
20,map
21,df_metrix
22,mat_m_val
23,Xt_val
24,print
25,in_dir
26,dim
27,tgti
28,Xt
29,df
30,open
31,pred2
32,X_val
33,space_labels
34,df_metrix_val
35,pred1
36,mat_n
37,i
38,space_labels_val
39,file
40,mat_n_val
41,nth_grid
42,len
