,0
0,non_alphanums
1,NUM_CATEGORIES
2,MAX_FEATURES_ITEM_DESCRIPTION
3,NUM_BRANDS
4,session_conf
5,__name__
6,develop
7,x
8,NAME_MIN_DF
9,debug
