,0
0,row_list_1
1,tagset
2,punctuation
3,col
4,tempdf
5,df_test
6,originals
7,columns_2
8,SW_1
9,tempdf2
10,y
11,types_names
12,x
13,temp_df_1
14,tagger
15,row_list_2
16,snowball
17,adverbs
18,columns_1
19,len
20,sorted
21,temp2_tags
22,nouns
23,df_duplicates
24,SW
25,verbs
26,df
27,df_train
28,temp1_tags
29,set
30,zip
31,temp_df_2
32,name
33,pronouns
34,SW_2
35,temp_concat
36,word_types
37,temp1
38,porter
39,tempdf1
40,temp2
41,wtype
