,0
0,tmp_swaps
1,e
2,a
3,path_df_best
4,ix
5,lowest
6,x
7,max_tries
8,dest_idx
9,curr_idx
10,initial_path
11,offset
12,idx_range
13,pnums
14,score
15,j
16,th
17,start_idxes
18,start_loc
19,list
20,start_idx
21,s
22,range
23,b
24,str
25,best_score
26,cities
27,rand_idx
28,tmp_scores
29,num_threads
30,print
31,pms
32,end
33,t
34,out_df
35,thread_idx
36,dest_idxes
37,thread_input
38,set
39,batch
40,threads
41,max_idx
42,path_df
43,i
44,Exception
45,min
46,l
47,start
48,int
49,len
