,0
0,SEED
1,PATH_TEST
2,formatter
3,PATH_FASETEXT
4,IS_KERNEL
5,PATH_WORD2VEC
6,PREDICT_MINIMUM_VALUE
7,TRAIN_MINIMUM_VALUE
8,prog
9,logger
10,__name__
11,pool
12,PATH_TRAIN
13,sh
14,x
15,str
