,0
0,image
1,l_total
2,p
3,d_max
4,d_total
5,v_max
6,l_max
7,data
8,s
9,IMAGE_SIZE
10,minlat
11,range
12,minlon
13,duration
14,print
15,t
16,v_total
17,df
18,mapping
19,maxlon
20,sp
21,G
22,i
23,l
24,int
25,maxlat
26,ignored
